Station,Date,Latitude,Longitude,Elevation,Slope,RelativeHumidity_Min,RelativeHumidity_Max,Cloud_Cover_Avg,Precipitation_Avg,Wind_Speed_Avg,Latent_Heat_Flux,Solar_Radiation,TToday_Max,TToday_Min,TrendTMAX,TrendTMIN,Error_Tmax_Iniziale,Error_Tmin_Iniziale,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,Next_Tmax,Next_Tmin,ErroreTmin_Lag1,ErroreTmax_Lag1,ErroreTmin_Lag2,ErroreTmax_Lag2,ErroreTmin_Lag3,ErroreTmax_Lag3,ErroreTmin_Lag4,ErroreTmax_Lag4,ErroreTmin_Lag5,ErroreTmax_Lag5,ErroreTmin_Lag6,ErroreTmax_Lag6
16,2017-06-30,37.4697,126.995,82.2912,2.2579,57.47760391,91.94091797,0.41867024175,0.0,5.779289772,67.77758332,5861.383301,29.7,20.9,0.0,0.0,1.78997423,-2.25290251,27.51002577,22.95290251,29.3,20.7,0,0,0,0,0,0,0,0,0,0,0,0
17,2017-06-30,37.6181,127.099,53.4712,0.697,52.97571945,88.36907959,0.4353093755,0.003873192,5.649025102,97.39195618,5872.376465,30.8,19.3,0.0,0.0,1.65791215,-1.0387872,28.74208785,21.0387872,30.4,20,0,0,0,0,0,0,0,0,0,0,0,0
18,2017-06-30,37.4832,127.024,56.4448,1.2313,57.20022583,91.09496307,0.425823572,0.0,5.619291763,80.43614527,5864.952637,31.6,22.7,0.0,0.0,3.44713472,-0.566200810000002,27.75286528,22.96620081,31.2,22.4,0,0,0,0,0,0,0,0,0,0,0,0
22,2017-06-30,37.5102,127.086,21.9668,0.1332,54.80869675,90.93643951,0.41585562625,0.00186035725,6.264150679,90.43584601,5852.904297,29.9,23.4,0.0,0.0,3.0301485,0.324990570000001,28.0698515,23.17500943,31.1,23.5,0,0,0,0,0,0,0,0,0,0,0,0
23,2017-06-30,37.5372,126.891,15.5876,0.1554,55.48974991,94.59732056,0.43758324125,0.00054095525,5.925764273,70.48213005,5851.387695,30.8,23.0,0.0,0.0,2.10046659,0.77815472,28.19953341,22.32184528,30.3,23.1,0,0,0,0,0,0,0,0,0,0,0,0
25,2017-06-30,37.5237,126.97,19.5844,0.2713,50.14958954,87.56580353,0.43370864825,0.0,6.292291189,9.058919728,5855.09375,30.7,23.0,0.0,0.0,2.03364049,-0.0786010500000032,29.16635951,23.47860105,31.2,23.4,0,0,0,0,0,0,0,0,0,0,0,0
1,2017-07-01,37.6046,126.991,212.335,2.785,91.3008728,99.99242401,0.89990436675,1.5274577304999999,9.322270095,12.32262232,5987.71875,29.2,19.6,1.3,-0.3,-0.261341329999997,-2.19867726,24.36134133,22.59867726,24.1,20.4,-1.22871352,2.40162486,0,0,0,0,0,0,0,0,0,0
2,2017-07-01,37.6046,127.032,44.7624,0.5141,85.73202515,97.57059479,0.86937786675,1.673802789,8.86522158,31.00029635,5863.956055,30.0,21.7,-0.3,0.7,1.15567798,-2.07845556,26.34432202,23.87845556,27.5,21.8,-1.2799556,0.930347820000001,0,0,0,0,0,0,0,0,0,0
3,2017-07-01,37.5776,127.058,33.3068,0.2661,85.96389008,95.29216003,0.87841885225,1.79188789775,8.219405552,59.35796007,5858.20166,29.6,22.9,-0.6,0.4,0.744820260000001,-2.27993855,26.45517974,24.07993855,27.2,21.8,-0.654280880000002,-0.096974079999999,0,0,0,0,0,0,0,0,0,0
4,2017-07-01,37.645,127.022,45.716,2.5348,90.67022705,99.86634827,0.818155584,1.28510489975,9.485841105,43.30839932,5851.575195,31.4,22.8,0.7,0.8,0.727331100000001,-0.950128120000002,26.3726689,23.15012812,27.1,22.2,1.41901314,3.16512818,0,0,0,0,0,0,0,0,0,0
5,2017-07-01,37.5507,127.135,35.038,0.5055,87.99890137,95.88116455,0.8751040365,2.22980757575,8.126258612,55.22579463,5854.146973,29.8,22.4,-1.2,0.6,1.58813379,-1.57996104,26.31186621,23.47996104,27.9,21.9,0.23581622,1.81179811,0,0,0,0,0,0,0,0,0,0
6,2017-07-01,37.5102,127.042,54.6384,0.1457,84.79698944,94.54164886,0.845122001,2.34723077875,8.192117651,61.26182318,5868.374512,30.7,23.4,0.4,-0.2,1.48524661,-1.26501646,26.11475339,23.76501646,27.6,22.5,-0.0972955100000021,2.43497291,0,0,0,0,0,0,0,0,0,0
7,2017-07-01,37.5776,126.838,12.37,0.0985,91.55068207,98.09624481,0.8750200655,1.05023015825,8.944909831,71.69838683,5843.853516,30.0,22.1,0.3,-0.4,1.38552029,-1.63715156,25.41447971,23.73715156,26.8,22.1,-0.417031569999999,2.47731615,0,0,0,0,0,0,0,0,0,0
8,2017-07-01,37.4697,126.91,52.518,1.5629,88.89157867,96.80129242,0.87461778675,1.7148345462499999,8.909016629,46.39290913,5858.525879,30.5,22.5,1.1,-0.7,1.22550403,-0.958399629999999,25.37449597,23.55839963,26.6,22.6,0.733924630000001,2.80030114,0,0,0,0,0,0,0,0,0,0
9,2017-07-01,37.4967,126.826,50.9312,0.4125,92.18244171,98.27542877,0.8687695345,0.9117576995000001,9.051292221,36.38006043,5871.54541,30.2,22.3,0.0,0.0,1.70471114,-1.22527853,24.99528886,23.22527853,26.7,22,0,0,0,0,0,0,0,0,0,0,0,0
10,2017-07-01,37.4562,126.955,208.507,5.1782,88.68618011,98.08205414,0.8536687734999999,2.7821268615,10.22859283,25.42496896,5887.616211,28.2,19.8,-0.2,0.4,0.76906284,-0.715721689999999,24.53093716,22.81572169,25.3,22.1,-2.15475269,1.85516766,0,0,0,0,0,0,0,0,0,0
11,2017-07-01,37.5372,127.085,28.7,0.6233,83.24976349,93.61268616,0.8648435135,2.38514001475,8.103839954,63.70683209,5858.687012,29.4,23.5,0.0,0.0,1.25895726,-1.61651607,26.64104274,23.81651607,27.9,22.2,0,0,0,0,0,0,0,0,0,0,0,0
12,2017-07-01,37.5507,126.988,132.118,0.5931,85.94395447,97.69480133,0.8857292662499999,1.3770719210000002,8.697955072,53.16571267,5918.901367,29.3,20.9,0.0,0.0,0.219605150000003,-2.3754748,25.38039485,23.2754748,25.6,20.9,0,0,0,0,0,0,0,0,0,0,0,0
13,2017-07-01,37.5776,127.083,59.8324,2.6865,84.42402649,94.1412735,0.8657927649999999,2.41516373175,7.927799344,53.23727552,5855.550293,30.5,23.5,-0.3,0.7,1.49968649,-1.80993358,26.20031351,23.80993358,27.7,22,0.493915579999999,1.35362632,0,0,0,0,0,0,0,0,0,0
14,2017-07-01,37.4967,126.927,30.968,0.618,86.7667923,96.25506592,0.8725882505,1.7340510627499999,8.796035031,55.38121692,5852.552734,29.8,22.5,0.0,0.0,0.886796110000002,-1.51703523,25.91320389,23.81703523,26.8,22.3,0,0,0,0,0,0,0,0,0,0,0,0
15,2017-07-01,37.5507,126.937,30.0464,0.8552,86.46246338,96.94050598,0.87877823425,1.12208631925,8.419040581,56.01604557,5861.348633,30.6,22.1,0.0,0.0,0.892156100000001,-1.86437984,26.1078439,23.76437984,27,21.9,0,0,0,0,0,0,0,0,0,0,0,0
16,2017-07-01,37.4697,126.995,82.2912,2.2579,85.53556061,96.44680786,0.7651642482500001,2.73146581325,9.645634453,56.5288674,5855.75293,29.3,20.7,-0.4,-0.2,0.892624459999997,-1.36683581,26.00737554,23.66683581,26.9,22.3,-2.25290251,1.78997423,0,0,0,0,0,0,0,0,0,0
17,2017-07-01,37.6181,127.099,53.4712,0.697,87.45572662,95.49147034,0.87734886925,1.80175501375,7.110234727,35.60920544,5866.985352,30.4,20.0,-0.4,0.7,1.64473444,-1.7294833,26.15526556,23.5294833,27.8,21.8,-1.0387872,1.65791215,0,0,0,0,0,0,0,0,0,0
18,2017-07-01,37.4832,127.024,56.4448,1.2313,85.47060394,94.85951996,0.7947951787499998,2.58483292925,8.32526053,56.61962048,5859.464355,31.2,22.4,-0.4,-0.3,1.63247506,-1.10190138,26.26752494,23.60190138,27.9,22.5,-0.566200810000002,3.44713472,0,0,0,0,0,0,0,0,0,0
19,2017-07-01,37.5776,126.938,75.0924,1.7678,87.29823303,98.04239655,0.890631891,1.36253848125,8.28057007,48.95731338,5888.26709,29.9,21.4,0.0,0.0,0.49488741,-1.88660205,25.50511259,23.38660205,26,21.5,0,0,0,0,0,0,0,0,0,0,0,0
20,2017-07-01,37.6181,127.004,146.554,4.7296,92.21707153,99.99900818,0.90899251875,1.54661804925,10.67087989,-8.569042542,5926.908691,29.4,22.0,0.0,0.0,1.79071085,-0.997207760000002,24.90928915,22.69720776,26.7,21.7,0,0,0,0,0,0,0,0,0,0,0,0
21,2017-07-01,37.5507,127.04,26.298,0.5721,86.05225372,95.60681915,0.86505989275,2.23596047325,8.43425114,61.19183246,5853.975098,29.1,23.5,0.0,0.0,0.893781009999998,-1.79235815,26.50621899,24.19235815,27.4,22.4,0,0,0,0,0,0,0,0,0,0,0,0
22,2017-07-01,37.5102,127.086,21.9668,0.1332,85.37835693,94.32325745,0.83162301075,2.25568279325,8.270661215,70.77874422,5847.513184,31.1,23.5,1.2,0.1,1.99996265,-1.13245052,26.60003735,23.73245052,28.6,22.6,0.324990570000001,3.0301485,0,0,0,0,0,0,0,0,0,0
23,2017-07-01,37.5372,126.891,15.5876,0.1554,88.56536865,97.52089691,0.866802075,1.041609799,8.74577115,62.42971818,5846.012695,30.3,23.1,-0.5,0.1,1.48964901,-1.31852436,25.81035099,23.71852436,27.3,22.4,0.77815472,2.10046659,0,0,0,0,0,0,0,0,0,0
24,2017-07-01,37.5237,126.909,17.2956,0.2223,87.69626617,97.07951355,0.8689962040000001,0.96031193275,8.750855386,61.68219566,5844.961914,29.2,23.2,0.0,0.0,1.79100405,-1.4453066,25.90899595,23.7453066,27.7,22.3,0,0,0,0,0,0,0,0,0,0,0,0
25,2017-07-01,37.5237,126.97,19.5844,0.2713,84.12334442,95.39048767,0.8543563999999999,1.88921497325,8.528782646,58.98234129,5849.743164,31.2,23.4,0.5,0.4,0.933871489999998,-1.61609496,26.46612851,24.11609496,27.4,22.5,-0.0786010500000032,2.03364049,0,0,0,0,0,0,0,0,0,0
1,2017-07-02,37.6046,126.991,212.335,2.785,93.09183502,100.0001526,0.8109956094999999,5.07950652575,10.64542961,12.92802192,5981.979492,24.1,20.4,-5.1,0.8,1.62212668,-1.4943261,23.87787332,21.9943261,25.5,20.5,-2.19867726,-0.261341329999997,-1.22871352,2.40162486,0,0,0,0,0,0,0,0
2,2017-07-02,37.6046,127.032,44.7624,0.5141,81.71435547,99.21946716,0.7526234105,5.08140241175,10.84194762,36.53791738,5858.019043,27.5,21.8,-2.5,0.1,3.20209306,-1.55896766,25.99790694,23.25896766,29.2,21.7,-2.07845556,1.15567798,-1.2799556,0.930347820000001,0,0,0,0,0,0,0,0
3,2017-07-02,37.5776,127.058,33.3068,0.2661,79.4380722,97.75582123,0.7630613525,5.71766631675,10.09516484,41.94954083,5852.268066,27.2,21.8,-2.4,-1.1,2.37255963,-1.6613713,26.02744037,23.4613713,28.4,21.8,-2.27993855,0.744820260000001,-0.654280880000002,-0.096974079999999,0,0,0,0,0,0,0,0
5,2017-07-02,37.5507,127.135,35.038,0.5055,84.34674072,98.84487915,0.7911302062500001,2.8434030795000003,10.44722319,66.99807127,5848.15625,27.9,21.9,-1.9,-0.5,3.02516543,-1.62968088,25.77483457,23.32968088,28.8,21.7,-1.57996104,1.58813379,0.23581622,1.81179811,0,0,0,0,0,0,0,0
6,2017-07-02,37.5102,127.042,54.6384,0.1457,83.48073578,98.93367767,0.7783515245,2.49709706625,10.51236004,56.30784766,5862.382813,27.6,22.5,-3.1,-0.9,3.60182164,-0.662322549999999,25.39817836,22.96232255,29,22.3,-1.26501646,1.48524661,-0.0972955100000021,2.43497291,0,0,0,0,0,0,0,0
7,2017-07-02,37.5776,126.838,12.37,0.0985,88.21375275,99.88331604,0.7782917465,5.6894535145,9.426812768,79.82169294,5837.890625,26.8,22.1,-3.2,0.0,2.53892337,-0.795695130000002,25.26107663,22.99569513,27.8,22.2,-1.63715156,1.38552029,-0.417031569999999,2.47731615,0,0,0,0,0,0,0,0
8,2017-07-02,37.4697,126.91,52.518,1.5629,87.82826233,99.6909256,0.80313198675,3.22281505875,10.59509516,44.06899158,5852.468262,26.6,22.6,-3.9,0.1,2.51996709,0.125502619999999,24.98003291,22.57449738,27.5,22.7,-0.958399629999999,1.22550403,0.733924630000001,2.80030114,0,0,0,0,0,0,0,0
9,2017-07-02,37.4967,126.826,50.9312,0.4125,87.30330658,99.84403992,0.79651862625,3.3033529957500005,9.768013954,50.45460435,5865.608398,26.7,22.0,-3.5,-0.3,4.08394229,-0.43206296,24.91605771,22.63206296,29,22.2,-1.22527853,1.70471114,0,0,0,0,0,0,0,0,0,0
10,2017-07-02,37.4562,126.955,208.507,5.1782,90.28133392,99.84623718,0.817687864,2.6367203535000003,12.31399743,23.29710553,5880.977539,25.3,22.1,-2.9,2.3,2.30718528,0.233223460000001,24.09281472,21.76677654,26.4,22,-0.715721689999999,0.76906284,-2.15475269,1.85516766,0,0,0,0,0,0,0,0
11,2017-07-02,37.5372,127.085,28.7,0.6233,80.84125519,98.29152679,0.78760621175,2.67623644125,9.956315974,56.15350159,5852.796875,27.9,22.2,-1.5,-1.3,3.14697912,-1.32815985,25.85302088,23.32815985,29,22,-1.61651607,1.25895726,0,0,0,0,0,0,0,0,0,0
12,2017-07-02,37.5507,126.988,132.118,0.5931,83.3290329,99.69439697,0.79441186025,4.984912128,10.05438171,38.11347387,5912.88623,25.6,20.9,-3.7,0.0,3.67573529,-1.58305078,24.92426471,22.58305078,28.6,21,-2.3754748,0.219605150000003,0,0,0,0,0,0,0,0,0,0
13,2017-07-02,37.5776,127.083,59.8324,2.6865,78.83932495,97.14476776,0.7792497442499999,5.16447305475,9.740430613,46.46107336,5849.480469,27.7,22.0,-2.8,-1.5,3.42872564,-1.44542825,25.87127436,23.34542825,29.3,21.9,-1.80993358,1.49968649,0.493915579999999,1.35362632,0,0,0,0,0,0,0,0
14,2017-07-02,37.4967,126.927,30.968,0.618,84.48712158,98.91345215,0.80428782975,3.492655974,10.09405531,42.30388353,5846.571777,26.8,22.3,-3.0,-0.2,2.78045987,-0.501169280000003,25.51954013,22.90116928,28.3,22.4,-1.51703523,0.886796110000002,0,0,0,0,0,0,0,0,0,0
15,2017-07-02,37.5507,126.937,30.0464,0.8552,82.44064331,99.00092316,0.80296274175,4.7015591975,9.257674098,40.25250675,5855.466797,27.0,21.9,-3.6,-0.2,4.05800111,-1.24901242,25.74199889,23.14901242,29.8,21.9,-1.86437984,0.892156100000001,0,0,0,0,0,0,0,0,0,0
16,2017-07-02,37.4697,126.995,82.2912,2.2579,86.91093445,99.65870667,0.7777262977500001,2.58198931775,11.98888824,50.87935567,5849.513184,26.9,22.3,-2.4,1.6,2.99320579,-0.26979021,25.30679421,22.56979021,28.3,22.3,-1.36683581,0.892624459999997,-2.25290251,1.78997423,0,0,0,0,0,0,0,0
17,2017-07-02,37.6181,127.099,53.4712,0.697,81.25839233,99.08106232,0.7888093067499999,5.00329056075,9.535875857,56.29406138,5861.010254,27.8,21.8,-2.6,1.8,2.26872127,-1.77691294,26.03127873,23.17691294,28.3,21.4,-1.7294833,1.64473444,-1.0387872,1.65791215,0,0,0,0,0,0,0,0
18,2017-07-02,37.4832,127.024,56.4448,1.2313,84.56089783,98.92157745,0.76035537975,2.432203723,11.23014208,61.70731242,5853.381836,27.9,22.5,-3.3,0.1,3.87888952,-0.527291230000003,25.42111048,22.92729123,29.3,22.4,-1.10190138,1.63247506,-0.566200810000002,3.44713472,0,0,0,0,0,0,0,0
20,2017-07-02,37.6181,127.004,146.554,4.7296,97.48257446,99.99942017,0.7987249327499999,5.417946832499999,12.4386632,-3.75393321,5921.158691,26.7,21.7,-2.7,-0.3,3.11963758,-1.07599718,24.68036242,22.57599718,27.8,21.5,-0.997207760000002,1.79071085,0,0,0,0,0,0,0,0,0,0
21,2017-07-02,37.5507,127.04,26.298,0.5721,81.26751709,99.0511322,0.768410651,4.29568940825,10.32334016,43.73484194,5848.048828,27.4,22.4,-1.7,-1.1,2.19886142,-1.15291369,26.00113858,23.35291369,28.2,22.2,-1.79235815,0.893781009999998,0,0,0,0,0,0,0,0,0,0
22,2017-07-02,37.5102,127.086,21.9668,0.1332,82.65930176,98.17333221,0.783025564,2.231022829,10.17700863,69.72483206,5841.537598,28.6,22.6,-2.5,-0.9,2.61922492,-0.797213760000002,25.88077508,23.29721376,28.5,22.5,-1.13245052,1.99996265,0.324990570000001,3.0301485,0,0,0,0,0,0,0,0
23,2017-07-02,37.5372,126.891,15.5876,0.1554,85.1378479,99.80718231,0.8007059365,4.2165688585,9.379623592,58.56425548,5840.055176,27.3,22.4,-3.0,-0.7,2.87653951,-0.662196820000002,25.52346049,23.06219682,28.4,22.4,-1.31852436,1.48964901,0.77815472,2.10046659,0,0,0,0,0,0,0,0
24,2017-07-02,37.5237,126.909,17.2956,0.2223,84.01688385,99.48313904,0.8019325945,3.87169223025,9.480917732,51.97931298,5838.980469,27.7,22.3,-1.5,-0.9,3.36307594,-0.829320379999999,25.73692406,23.12932038,29.1,22.3,-1.4453066,1.79100405,0,0,0,0,0,0,0,0,0,0
25,2017-07-02,37.5237,126.97,19.5844,0.2713,81.98442078,98.42790222,0.79072447025,3.62723374675,9.844749769,41.40947082,5843.812988,27.4,22.5,-3.8,-0.9,3.49048402,-0.58953026,25.90951598,23.18953026,29.4,22.6,-1.61609496,0.933871489999998,-0.0786010500000032,2.03364049,0,0,0,0,0,0,0,0
1,2017-07-03,37.6046,126.991,212.335,2.785,59.2595253,96.60015869,0.32446431624999994,0.868726035,7.264672975,121.1726506,5975.67627,25.5,20.5,1.4,0.1,0.65459791,-1.12137915,29.24540209,21.72137915,29.9,20.6,-1.4943261,1.62212668,-2.19867726,-0.261341329999997,-1.22871352,2.40162486,0,0,0,0,0,0
2,2017-07-03,37.6046,127.032,44.7624,0.5141,50.03740311,89.69857025,0.308943233,0.81923781825,6.826096078,74.90943189,5851.499512,29.2,21.7,1.7,-0.1,0.186206120000001,-0.220466679999998,31.81379388,23.32046668,32,23.1,-1.55896766,3.20209306,-2.07845556,1.15567798,-1.2799556,0.930347820000001,0,0,0,0,0,0
3,2017-07-03,37.5776,127.058,33.3068,0.2661,42.84383392,91.37974548,0.31737914675,0.7116358175,6.794839025,33.83694762,5845.751465,28.4,21.8,1.2,0.0,-1.07124503,0.154381060000002,32.87124503,23.44561894,31.8,23.6,-1.6613713,2.37255963,-2.27993855,0.744820260000001,-0.654280880000002,-0.096974079999999,0,0,0,0,0,0
4,2017-07-03,37.645,127.022,45.716,2.5348,62.64710999,98.56121063,0.28997957199999996,0.955475365,7.249798079,146.4384874,5839.094727,28.0,22.0,0.0,0.0,2.14682932,1.47092218,30.55317068,22.42907782,32.7,23.9,0,0,-0.950128120000002,0.727331100000001,1.41901314,3.16512818,0,0,0,0,0,0
5,2017-07-03,37.5507,127.135,35.038,0.5055,50.60429764,94.90841675,0.33045692225,0.69331414025,6.01046744,151.1696175,5841.578125,28.8,21.7,0.9,-0.2,0.171788019999997,0.186778699999998,31.72821198,23.2132213,31.9,23.4,-1.62968088,3.02516543,-1.57996104,1.58813379,0.23581622,1.81179811,0,0,0,0,0,0
6,2017-07-03,37.5102,127.042,54.6384,0.1457,44.47005081,91.08335114,0.32804144925,0.85152199125,6.536401242,80.03518883,5855.803223,29.0,22.3,1.4,-0.2,-0.0684021399999963,-0.0141526700000014,32.16840214,23.71415267,32.1,23.7,-0.662322549999999,3.60182164,-1.26501646,1.48524661,-0.0972955100000021,2.43497291,0,0,0,0,0,0
7,2017-07-03,37.5776,126.838,12.37,0.0985,60.94208145,94.59477234,0.29691344775,0.98880421625,5.607368588,150.6945047,5831.343262,27.8,22.2,1.0,0.1,1.50064178,0.751734670000001,29.39935822,22.84826533,30.9,23.6,-0.795695130000002,2.53892337,-1.63715156,1.38552029,-0.417031569999999,2.47731615,0,0,0,0,0,0
8,2017-07-03,37.4697,126.91,52.518,1.5629,48.85065079,94.45877075,0.31169167375,1.5320305327500001,6.346656193,89.96480139,5845.816895,27.5,22.7,0.9,0.1,-0.746149299999999,1.47100746,31.4461493,21.92899254,30.7,23.4,0.125502619999999,2.51996709,-0.958399629999999,1.22550403,0.733924630000001,2.80030114,0,0,0,0,0,0
9,2017-07-03,37.4967,126.826,50.9312,0.4125,57.38796616,95.67328644,0.3044547455,2.07388531275,6.221321394,136.0637162,5859.089355,29.0,22.2,2.3,0.2,1.8721809,1.49791424,29.6278191,21.80208576,31.5,23.3,-0.43206296,4.08394229,-1.22527853,1.70471114,0,0,0,0,0,0,0,0
10,2017-07-03,37.4562,126.955,208.507,5.1782,49.00390244,93.08049011,0.3201057535,1.0461524625,7.173682094,85.7605503,5873.69043,26.4,22.0,1.1,-0.1,-0.744532289999999,-0.358130540000001,30.54453229,21.55813054,29.8,21.2,0.233223460000001,2.30718528,-0.715721689999999,0.76906284,-2.15475269,1.85516766,0,0,0,0,0,0
11,2017-07-03,37.5372,127.085,28.7,0.6233,42.89172363,91.38083649,0.33353309275,0.8108564965,6.403671851,68.01900546,5846.328613,29.0,22.0,1.1,-0.2,-0.841040659999997,-0.593230380000001,32.94104066,23.79323038,32.1,23.2,-1.32815985,3.14697912,-1.61651607,1.25895726,0,0,0,0,0,0,0,0
12,2017-07-03,37.5507,126.988,132.118,0.5931,45.75176239,88.85625458,0.3104850215,0.8287770087499999,7.213367591,38.0345124,5906.28125,28.6,21.0,3.0,0.1,0.0290563800000001,-1.15413036,31.57094362,23.25413036,31.6,22.1,-1.58305078,3.67573529,-2.3754748,0.219605150000003,0,0,0,0,0,0,0,0
13,2017-07-03,37.5776,127.083,59.8324,2.6865,43.76903152,92.2084198,0.31965674925,0.64355186625,6.470117311,69.86449846,5842.81543,29.3,21.9,1.6,-0.1,0.226803889999999,0.824199279999998,32.57319611,23.17580072,32.8,24,-1.44542825,3.42872564,-1.80993358,1.49968649,0.493915579999999,1.35362632,0,0,0,0,0,0
14,2017-07-03,37.4967,126.927,30.968,0.618,44.66233444,90.23641968,0.30941531825,1.24852615775,6.520697633,47.22684066,5840.003906,28.3,22.4,1.5,0.1,-1.00158615,0.71318964,32.00158615,22.78681036,31,23.5,-0.501169280000003,2.78045987,-1.51703523,0.886796110000002,0,0,0,0,0,0,0,0
15,2017-07-03,37.5507,126.937,30.0464,0.8552,47.57870102,87.09291077,0.302156547,0.911354723,6.631783019,40.67633531,5849.007324,29.8,21.9,2.8,0.0,0.062601579999999,-0.608466420000003,31.83739842,24.00846642,31.9,23.4,-1.24901242,4.05800111,-1.86437984,0.892156100000001,0,0,0,0,0,0,0,0
16,2017-07-03,37.4697,126.995,82.2912,2.2579,48.11233139,92.69664001,0.32558118225,1.29228365425,6.680437773,107.7577016,5842.662598,28.3,22.3,1.4,0.0,-0.519939300000001,-1.49396172,31.4199393,23.19396172,30.9,21.7,-0.26979021,2.99320579,-1.36683581,0.892624459999997,-2.25290251,1.78997423,0,0,0,0,0,0
17,2017-07-03,37.6181,127.099,53.4712,0.697,53.3414917,94.53699493,0.30776543900000003,0.6550109785,5.5407903,148.8852212,5854.449219,28.3,21.4,0.5,-0.4,0.479299099999999,0.379031350000002,31.5207009,22.62096865,32,23,-1.77691294,2.26872127,-1.7294833,1.64473444,-1.0387872,1.65791215,0,0,0,0,0,0
18,2017-07-03,37.4832,127.024,56.4448,1.2313,48.08717728,91.77364349,0.3274363375,1.2705504895000002,6.308038165,121.5706402,5846.703125,29.3,22.4,1.4,-0.1,0.987580789999999,-0.113781430000003,31.51241921,23.51378143,32.5,23.4,-0.527291230000003,3.87888952,-1.10190138,1.63247506,-0.566200810000002,3.44713472,0,0,0,0,0,0
20,2017-07-03,37.6181,127.004,146.554,4.7296,63.12387085,99.09674835,0.32873658775000003,0.87796847025,7.602369229,124.9096218,5914.817383,27.8,21.5,1.1,-0.2,1.9761712,1.14428724,29.6238288,21.85571276,31.6,23,-1.07599718,3.11963758,-0.997207760000002,1.79071085,0,0,0,0,0,0,0,0
